hero_1,hero_2,hero_3,hero_4,hero_5
crystal_maiden,drow_ranger,rattletrap,invoker,terrorblade
sand_king,enigma,tinker,skeleton_king,huskar
bane,juggernaut,death_prophet,ursa,silencer
earthshaker,mirana,windrunner,phantom_assassin,silencer
puck,sniper,spirit_breaker,gyrocopter,abaddon
mirana,sven,life_stealer,spirit_breaker,silencer
mirana,pudge,riki,weaver,batrider
windrunner,riki,clinkz,shredder,legion_commander
mirana,zuus,riki,life_stealer,arc_warden
tiny,life_stealer,invoker,centaur,legion_commander
mirana,vengefulspirit,huskar,ursa,legion_commander
bloodseeker,lina,slardar,ursa,legion_commander
axe,mirana,weaver,invoker,silencer
juggernaut,phantom_lancer,sven,viper,shredder
crystal_maiden,pudge,sven,skywrath_mage,legion_commander
axe,juggernaut,lina,tinker,phantom_assassin
storm_spirit,sven,venomancer,faceless_void,ogre_magi
juggernaut,shadow_shaman,riki,venomancer,medusa
juggernaut,pudge,slardar,spirit_breaker,chaos_knight
earthshaker,phantom_lancer,phantom_assassin,invoker,troll_warlord
phantom_lancer,necrolyte,faceless_void,gyrocopter,shredder
drow_ranger,enigma,tinker,dragon_knight,ember_spirit
crystal_maiden,riki,queenofpain,huskar,abaddon
mirana,pudge,kunkka,phantom_assassin,ursa
nevermore,storm_spirit,slardar,shredder,legion_commander
axe,juggernaut,pudge,phantom_assassin,techies
pudge,witch_doctor,enigma,alchemist,legion_commander
drow_ranger,sven,lina,faceless_void,bounty_hunter
tinker,queenofpain,phantom_assassin,omniknight,undying
nevermore,lion,skeleton_king,huskar,weaver
mirana,windrunner,tidehunter,life_stealer,bounty_hunter
juggernaut,windrunner,ogre_magi,rubick,bristleback
bloodseeker,sven,riki,phantom_assassin,lone_druid
juggernaut,lina,faceless_void,shredder,elder_titan
juggernaut,puck,kunkka,tidehunter,enigma
kunkka,faceless_void,phantom_assassin,keeper_of_the_light,slark
nevermore,queenofpain,gyrocopter,chaos_knight,legion_commander
drow_ranger,puck,sniper,necrolyte,jakiro
drow_ranger,lich,viper,ursa,slark
drow_ranger,morphling,lina,riki,phantom_assassin
antimage,mirana,phantom_assassin,omniknight,legion_commander
razor,tinker,phantom_assassin,ogre_magi,phoenix
bloodseeker,tinker,furion,life_stealer,bounty_hunter
drow_ranger,pudge,furion,ursa,ogre_magi
bloodseeker,razor,storm_spirit,rattletrap,ogre_magi
lich,phantom_assassin,invoker,silencer,legion_commander
zuus,viper,ancient_apparition,ursa,spirit_breaker
mirana,skeleton_king,leshrac,ancient_apparition,silencer
antimage,drow_ranger,sven,necrolyte,ember_spirit
juggernaut,nevermore,invoker,legion_commander,techies
drow_ranger,juggernaut,slardar,queenofpain,dazzle
riki,tinker,phantom_assassin,spirit_breaker,undying
drow_ranger,mirana,phantom_assassin,dazzle,visage
earthshaker,venomancer,omniknight,alchemist,invoker
drow_ranger,windrunner,shadow_shaman,undying,medusa
mirana,riki,faceless_void,techies,phoenix
windrunner,skeleton_king,huskar,shredder,terrorblade
mirana,life_stealer,night_stalker,batrider,ancient_apparition
bloodseeker,skeleton_king,templar_assassin,viper,spectre
phantom_assassin,bounty_hunter,doom_bringer,treant,troll_warlord
mirana,zuus,kunkka,beastmaster,slark
antimage,axe,bane,necrolyte,abaddon
pudge,kunkka,necrolyte,bounty_hunter,elder_titan
necrolyte,night_stalker,keeper_of_the_light,abaddon,ember_spirit
sven,riki,phantom_assassin,templar_assassin,chaos_knight
riki,phantom_assassin,ancient_apparition,spirit_breaker,legion_commander
slardar,tidehunter,skeleton_king,spirit_breaker,invoker
axe,juggernaut,riki,invoker,medusa
nevermore,kunkka,lich,death_prophet,ancient_apparition
drow_ranger,tiny,lion,dragon_knight,winter_wyvern
axe,drow_ranger,razor,venomancer,alchemist
juggernaut,sven,tiny,tinker,dazzle
axe,mirana,sand_king,sniper,legion_commander
axe,earthshaker,phantom_lancer,skeleton_king,huskar
zuus,spectre,invoker,troll_warlord,ember_spirit
axe,juggernaut,pudge,zuus,ursa
crystal_maiden,riki,viper,omniknight,skywrath_mage
axe,crystal_maiden,viper,chaos_knight,abaddon
drow_ranger,witch_doctor,riki,phantom_assassin,troll_warlord
pudge,sven,dragon_knight,silencer,phoenix
juggernaut,windrunner,furion,invoker,undying
pudge,phantom_assassin,bounty_hunter,invoker,centaur
juggernaut,tidehunter,sniper,slark,abaddon
juggernaut,sand_king,vengefulspirit,tinker,shadow_demon
antimage,juggernaut,pudge,invoker,slark
slardar,witch_doctor,templar_assassin,keeper_of_the_light,shredder
mirana,rattletrap,bounty_hunter,ogre_magi,slark
juggernaut,pudge,sniper,warlock,silencer
drow_ranger,morphling,necrolyte,omniknight,weaver
axe,sven,windrunner,lion,spectre
drow_ranger,puck,slardar,sniper,faceless_void
bloodseeker,drow_ranger,mirana,huskar,bounty_hunter
lich,faceless_void,doom_bringer,ursa,slark
drow_ranger,vengefulspirit,sniper,bristleback,tusk
phantom_assassin,spirit_breaker,naga_siren,slark,oracle
phantom_assassin,omniknight,bounty_hunter,invoker,slark
bloodseeker,nevermore,lina,slark,skywrath_mage
mirana,pudge,phantom_assassin,silencer,shredder
crystal_maiden,sniper,ursa,spirit_breaker,obsidian_destroyer
axe,zuus,omniknight,nyx_assassin,slark
mirana,lion,tidehunter,invoker,phoenix
axe,kunkka,necrolyte,weaver,shredder
axe,drow_ranger,morphling,vengefulspirit,luna
pudge,tinker,silencer,centaur,legion_commander
bloodseeker,crystal_maiden,drow_ranger,tiny,medusa
mirana,morphling,phantom_assassin,omniknight,ursa
windrunner,lion,phantom_assassin,templar_assassin,bounty_hunter
venomancer,dark_seer,alchemist,silencer,terrorblade
drow_ranger,mirana,phantom_assassin,undying,bristleback
juggernaut,mirana,dazzle,invoker,legion_commander
earthshaker,lich,queenofpain,life_stealer,spirit_breaker
axe,clinkz,huskar,ursa,ember_spirit
axe,lion,phantom_assassin,invoker,shredder
juggernaut,nevermore,sniper,dragon_knight,bounty_hunter
sand_king,vengefulspirit,venomancer,doom_bringer,slark
antimage,earthshaker,juggernaut,riki,elder_titan
axe,pudge,sand_king,templar_assassin,slark
earthshaker,sven,venomancer,slark,shredder
pudge,kunkka,lion,weaver,ogre_magi
earthshaker,tinker,omniknight,weaver,ancient_apparition
skeleton_king,leshrac,life_stealer,dark_seer,omniknight
antimage,zuus,lion,necrolyte,abaddon
bloodseeker,juggernaut,life_stealer,doom_bringer,magnataur
storm_spirit,dazzle,naga_siren,slark,terrorblade
vengefulspirit,riki,tinker,techies,terrorblade
windrunner,zuus,faceless_void,spectre,spirit_breaker
earthshaker,morphling,razor,phantom_assassin,lone_druid
earthshaker,pudge,omniknight,skywrath_mage,legion_commander
storm_spirit,kunkka,warlock,phantom_assassin,furion
axe,beastmaster,luna,dark_seer,huskar
drow_ranger,slardar,lich,furion,clinkz
antimage,juggernaut,mirana,pudge,rubick
pudge,luna,doom_bringer,legion_commander,oracle
obsidian_destroyer,wisp,slark,shredder,bristleback
crystal_maiden,templar_assassin,dragon_knight,life_stealer,enchantress
phantom_lancer,vengefulspirit,windrunner,lich,alchemist
antimage,mirana,sand_king,kunkka,slark
drow_ranger,mirana,puck,faceless_void,ogre_magi
bane,drow_ranger,zuus,bounty_hunter,bristleback
axe,drow_ranger,windrunner,sniper,beastmaster
axe,juggernaut,silencer,keeper_of_the_light,slark
phantom_lancer,enigma,invoker,centaur,shredder
drow_ranger,riki,clinkz,alchemist,ogre_magi
sven,bounty_hunter,magnataur,shredder,legion_commander
phantom_assassin,clinkz,invoker,keeper_of_the_light,elder_titan
juggernaut,mirana,tiny,necrolyte,elder_titan
phantom_lancer,sven,windrunner,sniper,ember_spirit
vengefulspirit,skeleton_king,silencer,meepo,slark
puck,sven,ursa,spirit_breaker,undying
pudge,tiny,windrunner,phantom_assassin,legion_commander
nevermore,rattletrap,dark_seer,ogre_magi,slark
juggernaut,lion,slark,shredder,winter_wyvern
pudge,sven,skeleton_king,viper,rubick
tiny,luna,dark_seer,omniknight,ogre_magi
axe,life_stealer,enchantress,spirit_breaker,nyx_assassin
antimage,sven,witch_doctor,invoker,shredder
juggernaut,razor,slardar,sniper,warlock
axe,mirana,riki,alchemist,skywrath_mage
drow_ranger,mirana,sven,luna,spirit_breaker
antimage,drow_ranger,necrolyte,skeleton_king,omniknight
bloodseeker,juggernaut,witch_doctor,life_stealer,legion_commander
axe,phantom_assassin,alchemist,meepo,legion_commander
vengefulspirit,beastmaster,luna,lycan,abaddon
crystal_maiden,juggernaut,storm_spirit,zuus,dark_seer
nevermore,luna,alchemist,slark,centaur
earthshaker,sniper,life_stealer,weaver,phoenix
juggernaut,nevermore,life_stealer,omniknight,spirit_breaker
puck,dragon_knight,silencer,wisp,legion_commander
bane,pudge,queenofpain,luna,treant
earthshaker,mirana,venomancer,undying,medusa
drow_ranger,phantom_assassin,invoker,nyx_assassin,legion_commander
antimage,mirana,pudge,life_stealer,earth_spirit
bloodseeker,drow_ranger,pudge,faceless_void,invoker
bloodseeker,puck,razor,bounty_hunter,legion_commander
bloodseeker,morphling,tiny,slardar,ancient_apparition
zuus,tidehunter,dazzle,huskar,nyx_assassin
riki,ursa,spirit_breaker,rubick,ember_spirit
axe,phantom_lancer,death_prophet,huskar,brewmaster
crystal_maiden,drow_ranger,dragon_knight,ogre_magi,legion_commander
drow_ranger,storm_spirit,necrolyte,phantom_assassin,slark
pudge,storm_spirit,viper,luna,spectre
sven,windrunner,faceless_void,night_stalker,elder_titan
earthshaker,sand_king,sniper,faceless_void,phantom_assassin
axe,mirana,phantom_assassin,tusk,legion_commander
mirana,sand_king,furion,abaddon,legion_commander
earthshaker,morphling,storm_spirit,tiny,furion
crystal_maiden,juggernaut,phantom_assassin,huskar,obsidian_destroyer
antimage,mirana,sand_king,witch_doctor,abaddon
antimage,bloodseeker,sven,bounty_hunter,legion_commander
juggernaut,pudge,shadow_shaman,slardar,legion_commander
juggernaut,phantom_lancer,faceless_void,jakiro,treant
axe,crystal_maiden,juggernaut,riki,omniknight
axe,drow_ranger,tiny,vengefulspirit,phantom_assassin
drow_ranger,sven,weaver,ursa,ogre_magi
crystal_maiden,earthshaker,nyx_assassin,slark,skywrath_mage
juggernaut,weaver,alchemist,nyx_assassin,legion_commander
axe,mirana,nevermore,kunkka,dark_seer
kunkka,lina,sniper,faceless_void,undying
phantom_assassin,weaver,batrider,nyx_assassin,ember_spirit
axe,mirana,lich,rattletrap,gyrocopter
mirana,pudge,storm_spirit,witch_doctor,doom_bringer
earthshaker,tiny,windrunner,riki,ogre_magi
witch_doctor,necrolyte,rattletrap,batrider,slark
juggernaut,sand_king,life_stealer,bounty_hunter,tusk
phantom_lancer,pudge,sven,enigma,phantom_assassin
crystal_maiden,shadow_shaman,phantom_assassin,clinkz,bounty_hunter
antimage,sand_king,luna,invoker,rubick
bloodseeker,earthshaker,necrolyte,alchemist,abaddon
axe,juggernaut,sven,dragon_knight,rubick
drow_ranger,tiny,shadow_shaman,sniper,phantom_assassin
antimage,lion,batrider,invoker,legion_commander
lion,tinker,faceless_void,life_stealer,phoenix
earthshaker,enigma,silencer,slark,ember_spirit
sand_king,invoker,chaos_knight,keeper_of_the_light,legion_commander
drow_ranger,mirana,sand_king,bounty_hunter,legion_commander
drow_ranger,pudge,witch_doctor,rattletrap,life_stealer
antimage,mirana,slardar,tidehunter,slark
crystal_maiden,enigma,tinker,faceless_void,terrorblade
antimage,mirana,zuus,phantom_assassin,ancient_apparition
mirana,skeleton_king,nyx_assassin,keeper_of_the_light,elder_titan
razor,sniper,death_prophet,luna,abaddon
tinker,sniper,brewmaster,troll_warlord,legion_commander
juggernaut,tiny,jakiro,nyx_assassin,shredder
sven,necrolyte,ogre_magi,magnataur,legion_commander
axe,mirana,windrunner,skeleton_king,winter_wyvern
slardar,riki,phantom_assassin,batrider,ember_spirit
juggernaut,mirana,witch_doctor,spectre,ancient_apparition
sven,windrunner,lina,dragon_knight,ogre_magi
mirana,ursa,alchemist,meepo,skywrath_mage
mirana,vengefulspirit,dazzle,furion,life_stealer
sand_king,batrider,spectre,tusk,phoenix
pudge,necrolyte,ancient_apparition,keeper_of_the_light,slark
windrunner,kunkka,lich,sniper,skywrath_mage
earthshaker,riki,spirit_breaker,invoker,shredder
slardar,tidehunter,sniper,queenofpain,invoker
viper,rattletrap,huskar,spirit_breaker,alchemist
warlock,invoker,ogre_magi,slark,tusk
drow_ranger,mirana,death_prophet,ancient_apparition,centaur
juggernaut,sand_king,shadow_shaman,luna,medusa
crystal_maiden,razor,viper,dragon_knight,ursa
axe,mirana,sniper,omniknight,lycan
bane,earthshaker,luna,nyx_assassin,oracle
lina,clinkz,bounty_hunter,abaddon,legion_commander
crystal_maiden,juggernaut,mirana,lion,slark
axe,drow_ranger,mirana,lich,necrolyte
zuus,shadow_shaman,phantom_assassin,abaddon,legion_commander
tinker,omniknight,bounty_hunter,slark,shredder
drow_ranger,riki,queenofpain,huskar,batrider
antimage,morphling,sand_king,sniper,brewmaster
juggernaut,mirana,kunkka,skeleton_king,arc_warden
morphling,enigma,shadow_demon,ogre_magi,elder_titan
axe,mirana,lina,bristleback,skywrath_mage
mirana,riki,death_prophet,ember_spirit,winter_wyvern
sand_king,lion,sniper,life_stealer,night_stalker
morphling,tinker,spirit_breaker,shredder,winter_wyvern
kunkka,phantom_assassin,dazzle,spectre,centaur
juggernaut,windrunner,dazzle,huskar,magnataur
sven,clinkz,medusa,elder_titan,earth_spirit
sand_king,phantom_assassin,enchantress,shredder,terrorblade
antimage,earthshaker,mirana,morphling,disruptor
pudge,riki,tinker,life_stealer,ursa
antimage,axe,drow_ranger,tinker,skywrath_mage
drow_ranger,huskar,alchemist,chaos_knight,terrorblade
drow_ranger,zuus,slardar,phantom_assassin,ancient_apparition
slardar,death_prophet,rattletrap,ursa,medusa
axe,juggernaut,tinker,keeper_of_the_light,shredder
axe,skeleton_king,spectre,troll_warlord,legion_commander
kunkka,slardar,clinkz,ancient_apparition,alchemist
tiny,faceless_void,pugna,alchemist,invoker
mirana,pudge,sven,witch_doctor,faceless_void
windrunner,shadow_shaman,slardar,night_stalker,techies
morphling,tidehunter,enigma,undying,bristleback
juggernaut,tiny,zuus,life_stealer,lone_druid
pudge,storm_spirit,shadow_shaman,lich,silencer
earthshaker,sven,phantom_assassin,dark_seer,wisp
axe,storm_spirit,windrunner,kunkka,life_stealer
juggernaut,sniper,phantom_assassin,bounty_hunter,troll_warlord
sven,windrunner,life_stealer,ogre_magi,shredder
drow_ranger,life_stealer,omniknight,alchemist,skywrath_mage
tiny,riki,queenofpain,phantom_assassin,furion
bloodseeker,zuus,phantom_assassin,rubick,legion_commander
antimage,puck,omniknight,doom_bringer,spirit_breaker
drow_ranger,sven,tinker,jakiro,arc_warden
faceless_void,viper,gyrocopter,slark,legion_commander
axe,nevermore,razor,alchemist,invoker
morphling,faceless_void,silencer,keeper_of_the_light,slark
antimage,kunkka,slardar,tinker,shadow_demon
mirana,sand_king,storm_spirit,tidehunter,life_stealer
axe,earthshaker,dragon_knight,night_stalker,bounty_hunter
earthshaker,shadow_shaman,warlock,ancient_apparition,alchemist
antimage,nevermore,puck,sven,legion_commander
riki,sniper,venomancer,bristleback,legion_commander
mirana,sven,ursa,shadow_demon,slark
juggernaut,razor,ogre_magi,rubick,medusa
crystal_maiden,earthshaker,sven,luna,gyrocopter
batrider,ogre_magi,magnataur,techies,terrorblade
antimage,lina,tidehunter,furion,legion_commander
axe,storm_spirit,life_stealer,weaver,spirit_breaker
axe,tiny,windrunner,lina,riki
drow_ranger,phantom_lancer,warlock,faceless_void,undying
juggernaut,sven,enchantress,bounty_hunter,ogre_magi
tidehunter,sniper,life_stealer,ancient_apparition,slark
antimage,axe,drow_ranger,alchemist,rubick
antimage,sand_king,windrunner,rattletrap,ogre_magi
bloodseeker,mirana,kunkka,spirit_breaker,medusa
mirana,sven,jakiro,slark,magnataur
bloodseeker,crystal_maiden,dragon_knight,life_stealer,legion_commander
kunkka,riki,queenofpain,doom_bringer,abaddon
crystal_maiden,morphling,enigma,weaver,legion_commander
drow_ranger,mirana,tiny,vengefulspirit,faceless_void
axe,drow_ranger,pudge,faceless_void,invoker
earthshaker,storm_spirit,sven,skeleton_king,winter_wyvern
crystal_maiden,morphling,life_stealer,clinkz,huskar
antimage,pudge,beastmaster,skeleton_king,gyrocopter
morphling,tiny,sniper,faceless_void,clinkz
axe,razor,zuus,slark,terrorblade
sand_king,life_stealer,chen,gyrocopter,slark
nevermore,lich,silencer,meepo,magnataur
earthshaker,juggernaut,storm_spirit,bounty_hunter,centaur
tiny,queenofpain,invoker,legion_commander,earth_spirit
lion,bounty_hunter,spirit_breaker,obsidian_destroyer,chaos_knight
mirana,pudge,zuus,viper,ogre_magi
drow_ranger,pudge,tidehunter,spectre,techies
phantom_assassin,disruptor,nyx_assassin,bristleback,ember_spirit
windrunner,phantom_assassin,omniknight,weaver,bristleback
mirana,phantom_assassin,alchemist,legion_commander,techies
mirana,windrunner,lion,meepo,slark
crystal_maiden,juggernaut,furion,weaver,ursa
sven,slardar,faceless_void,phantom_assassin,elder_titan
mirana,pudge,leshrac,life_stealer,clinkz
riki,phantom_assassin,furion,enchantress,legion_commander
sniper,disruptor,troll_warlord,ember_spirit,terrorblade
mirana,slardar,faceless_void,alchemist,elder_titan
lion,phantom_assassin,luna,ursa,invoker
axe,earthshaker,lich,sniper,slark
axe,juggernaut,pudge,kunkka,shadow_demon
axe,nevermore,phantom_assassin,pugna,elder_titan
axe,juggernaut,luna,bounty_hunter,slark
juggernaut,lion,necrolyte,elder_titan,legion_commander
sven,lina,phantom_assassin,viper,shredder
mirana,bounty_hunter,silencer,centaur,legion_commander
antimage,juggernaut,mirana,shadow_shaman,elder_titan
juggernaut,storm_spirit,warlock,life_stealer,legion_commander
drow_ranger,mirana,bounty_hunter,keeper_of_the_light,legion_commander
mirana,lina,spectre,ogre_magi,bristleback
phantom_lancer,windrunner,skeleton_king,bounty_hunter,ursa
pudge,viper,ursa,ogre_magi,legion_commander
antimage,bloodseeker,kunkka,lina,clinkz
juggernaut,riki,sniper,furion,ember_spirit
bloodseeker,phantom_assassin,alchemist,silencer,techies
crystal_maiden,pudge,sven,ogre_magi,naga_siren
mirana,lion,riki,invoker,slark
viper,life_stealer,omniknight,chaos_knight,disruptor
sven,zuus,riki,skeleton_king,troll_warlord
mirana,dazzle,ogre_magi,slark,legion_commander
riki,doom_bringer,ursa,invoker,slark
axe,drow_ranger,zuus,slardar,treant
crystal_maiden,juggernaut,sand_king,sven,earth_spirit
crystal_maiden,earthshaker,mirana,phantom_assassin,naga_siren
mirana,sniper,phantom_assassin,omniknight,spectre
pudge,sniper,warlock,slark,abaddon
antimage,bloodseeker,drow_ranger,lion,invoker
crystal_maiden,drow_ranger,sven,queenofpain,undying
axe,mirana,zuus,leshrac,life_stealer
phantom_lancer,windrunner,lina,elder_titan,legion_commander
axe,storm_spirit,zuus,witch_doctor,sniper
antimage,axe,faceless_void,weaver,ancient_apparition
tinker,faceless_void,centaur,abaddon,legion_commander
axe,storm_spirit,huskar,lycan,slark
antimage,windrunner,skeleton_king,phantom_assassin,spectre
axe,bloodseeker,nevermore,sven,tusk
crystal_maiden,invoker,brewmaster,disruptor,slark
axe,tiny,viper,ogre_magi,elder_titan
bloodseeker,tiny,venomancer,huskar,bristleback
earthshaker,pudge,windrunner,riki,ember_spirit
juggernaut,witch_doctor,viper,omniknight,alchemist
drow_ranger,sniper,phantom_assassin,alchemist,shadow_demon
earthshaker,pudge,phantom_assassin,slark,shredder
axe,drow_ranger,necrolyte,treant,shredder
zuus,riki,necrolyte,phantom_assassin,slark
tidehunter,lycan,abaddon,elder_titan,ember_spirit
mirana,sniper,necrolyte,omniknight,shredder
tiny,phantom_assassin,luna,spectre,centaur
drow_ranger,mirana,bounty_hunter,treant,medusa
crystal_maiden,sven,tinker,life_stealer,medusa
sven,kunkka,templar_assassin,silencer,shadow_demon
mirana,pudge,lion,luna,jakiro
earthshaker,enchantress,shredder,tusk,ember_spirit
drow_ranger,juggernaut,pudge,vengefulspirit,lion
queenofpain,life_stealer,enchantress,spectre,spirit_breaker
mirana,life_stealer,invoker,shredder,legion_commander
antimage,pudge,kunkka,slardar,invoker
sand_king,beastmaster,invoker,slark,legion_commander
pudge,sniper,phantom_assassin,templar_assassin,viper
bloodseeker,drow_ranger,nevermore,riki,rubick
sven,faceless_void,alchemist,invoker,meepo
phantom_assassin,huskar,night_stalker,obsidian_destroyer,shredder
zuus,slardar,faceless_void,phantom_assassin,rattletrap
drow_ranger,riki,skeleton_king,huskar,weaver
antimage,phantom_lancer,sand_king,skeleton_king,slark
sniper,faceless_void,phantom_assassin,dazzle,silencer
windrunner,pugna,meepo,troll_warlord,legion_commander
juggernaut,pudge,sven,tiny,phantom_assassin
phantom_lancer,bounty_hunter,lone_druid,nyx_assassin,skywrath_mage
mirana,tiny,riki,phantom_assassin,silencer
mirana,riki,faceless_void,omniknight,terrorblade
mirana,windrunner,necrolyte,meepo,slark
drow_ranger,storm_spirit,broodmother,rubick,legion_commander
phantom_lancer,pudge,riki,sniper,leshrac
bloodseeker,phantom_lancer,lich,troll_warlord,ember_spirit
nevermore,tidehunter,necrolyte,bounty_hunter,chaos_knight
morphling,spirit_breaker,slark,bristleback,winter_wyvern
crystal_maiden,puck,life_stealer,alchemist,silencer
dragon_knight,silencer,slark,oracle,arc_warden
faceless_void,spectre,invoker,shadow_demon,shredder
drow_ranger,slardar,lich,riki,luna
mirana,windrunner,zuus,weaver,legion_commander
sven,phantom_assassin,life_stealer,spirit_breaker,magnataur
mirana,skeleton_king,weaver,lycan,shredder
axe,sven,templar_assassin,clinkz,silencer
axe,phantom_lancer,lina,witch_doctor,bristleback
drow_ranger,mirana,kunkka,furion,ogre_magi
juggernaut,pudge,sand_king,bristleback,legion_commander
slardar,phantom_assassin,obsidian_destroyer,wisp,abaddon
nevermore,storm_spirit,riki,slark,legion_commander
mirana,pudge,spectre,ursa,slark
crystal_maiden,warlock,spirit_breaker,alchemist,tusk
morphling,sniper,bounty_hunter,disruptor,shredder
juggernaut,zuus,slardar,riki,tinker
earthshaker,dark_seer,obsidian_destroyer,shredder,legion_commander
nevermore,pudge,vengefulspirit,furion,spirit_breaker
puck,sven,vengefulspirit,riki,phantom_assassin
pudge,kunkka,weaver,elder_titan,legion_commander
juggernaut,zuus,lich,sniper,legion_commander
drow_ranger,windrunner,treant,ogre_magi,medusa
pudge,lion,dragon_knight,life_stealer,undying
juggernaut,mirana,vengefulspirit,riki,alchemist
earthshaker,mirana,faceless_void,clinkz,elder_titan
axe,juggernaut,queenofpain,faceless_void,huskar
pudge,lich,phantom_assassin,bounty_hunter,shredder
axe,mirana,clinkz,keeper_of_the_light,legion_commander
juggernaut,slardar,luna,silencer,meepo
pugna,night_stalker,alchemist,troll_warlord,techies
drow_ranger,nevermore,sniper,bounty_hunter,troll_warlord
skeleton_king,phantom_assassin,dragon_knight,spectre,winter_wyvern
mirana,slark,shredder,elder_titan,legion_commander
phantom_lancer,windrunner,zuus,viper,clinkz
axe,juggernaut,mirana,zuus,huskar
juggernaut,shadow_shaman,ursa,shredder,legion_commander
mirana,kunkka,slardar,shadow_demon,terrorblade
pudge,witch_doctor,bounty_hunter,weaver,invoker
queenofpain,skeleton_king,rattletrap,clinkz,ursa
mirana,kunkka,lion,enigma,invoker
drow_ranger,juggernaut,tinker,sniper,rattletrap
juggernaut,pudge,sven,vengefulspirit,nyx_assassin
mirana,tiny,omniknight,enchantress,silencer
axe,drow_ranger,storm_spirit,vengefulspirit,windrunner
mirana,phantom_assassin,furion,omniknight,huskar
antimage,riki,sniper,spirit_breaker,slark
kunkka,sniper,ogre_magi,rubick,legion_commander
juggernaut,mirana,morphling,magnataur,winter_wyvern
sand_king,sven,necrolyte,furion,lone_druid
pudge,sand_king,sven,necrolyte,ember_spirit
mirana,storm_spirit,tidehunter,ursa,obsidian_destroyer
axe,mirana,pudge,kunkka,shadow_shaman
tidehunter,sniper,phantom_assassin,chaos_knight,slark
tiny,kunkka,phantom_assassin,ogre_magi,rubick
bloodseeker,drow_ranger,tidehunter,sniper,phantom_assassin
dazzle,nyx_assassin,slark,troll_warlord,shredder
zuus,kunkka,necrolyte,faceless_void,phantom_assassin
juggernaut,lion,riki,tinker,faceless_void
bloodseeker,earthshaker,zuus,slark,techies
axe,juggernaut,razor,zuus,spirit_breaker
pudge,witch_doctor,necrolyte,shredder,elder_titan
drow_ranger,kunkka,alchemist,magnataur,shredder
storm_spirit,zuus,slardar,viper,legion_commander
razor,storm_spirit,kunkka,spectre,legion_commander
lion,riki,centaur,shredder,tusk
axe,earthshaker,sniper,templar_assassin,slark
sven,meepo,ogre_magi,legion_commander,phoenix
lich,night_stalker,invoker,rubick,bristleback
sven,windrunner,kunkka,bounty_hunter,invoker
storm_spirit,enigma,phantom_assassin,ogre_magi,slark
mirana,sven,tinker,phantom_assassin,rubick
zuus,bounty_hunter,slark,legion_commander,terrorblade
antimage,earthshaker,nevermore,tiny,luna
earthshaker,sven,windrunner,necrolyte,techies
axe,morphling,sand_king,nyx_assassin,elder_titan
faceless_void,furion,clinkz,doom_bringer,alchemist
faceless_void,alchemist,ogre_magi,troll_warlord,abaddon
earthshaker,juggernaut,slardar,warlock,slark
sand_king,storm_spirit,weaver,lone_druid,medusa
zuus,tinker,spirit_breaker,troll_warlord,terrorblade
juggernaut,jakiro,batrider,ancient_apparition,nyx_assassin
batrider,gyrocopter,centaur,bristleback,tusk
axe,bloodseeker,tiny,phantom_assassin,bounty_hunter
mirana,lion,dragon_knight,spectre,shadow_demon
windrunner,sniper,luna,broodmother,magnataur
sven,omniknight,shredder,abaddon,legion_commander
crystal_maiden,sven,bounty_hunter,ursa,disruptor
axe,drow_ranger,pudge,disruptor,legion_commander
antimage,earthshaker,mirana,slardar,invoker
axe,razor,sniper,omniknight,spirit_breaker
drow_ranger,earthshaker,windrunner,necrolyte,winter_wyvern
tinker,faceless_void,life_stealer,clinkz,omniknight
drow_ranger,mirana,vengefulspirit,witch_doctor,faceless_void
dragon_knight,furion,ursa,chaos_knight,bristleback
puck,sven,lion,necrolyte,legion_commander
axe,zuus,sniper,treant,abaddon
mirana,vengefulspirit,windrunner,phantom_assassin,chaos_knight
sven,jakiro,meepo,slark,shredder
axe,huskar,bounty_hunter,gyrocopter,elder_titan
drow_ranger,mirana,necrolyte,life_stealer,chaos_knight
crystal_maiden,kunkka,faceless_void,obsidian_destroyer,shredder
axe,crystal_maiden,weaver,chaos_knight,troll_warlord
pudge,storm_spirit,faceless_void,spirit_breaker,slark
mirana,phantom_assassin,shadow_demon,rubick,bristleback
juggernaut,tinker,rattletrap,spectre,legion_commander
slardar,ancient_apparition,alchemist,keeper_of_the_light,medusa
sven,kunkka,witch_doctor,rattletrap,alchemist
pudge,sand_king,pugna,luna,rattletrap
pudge,dragon_knight,dark_seer,obsidian_destroyer,undying
phantom_lancer,witch_doctor,phantom_assassin,chaos_knight,legion_commander
axe,phantom_lancer,kunkka,jakiro,earth_spirit
mirana,sniper,phantom_assassin,spectre,legion_commander
mirana,pudge,storm_spirit,alchemist,legion_commander
crystal_maiden,sniper,phantom_assassin,weaver,legion_commander
juggernaut,mirana,zuus,invoker,legion_commander
axe,mirana,tinker,omniknight,ursa
mirana,sven,sniper,ancient_apparition,elder_titan
tidehunter,venomancer,pugna,huskar,legion_commander
queenofpain,faceless_void,templar_assassin,life_stealer,ursa
morphling,zuus,kunkka,tidehunter,treant
mirana,omniknight,ursa,rubick,medusa
juggernaut,nevermore,slardar,jakiro,bristleback
bloodseeker,windrunner,tidehunter,faceless_void,ancient_apparition
sven,phantom_assassin,leshrac,ogre_magi,shredder
axe,zuus,sniper,slark,troll_warlord
