hero_1,hero_2,hero_3,hero_4,hero_5
axe,beastmaster,silencer,naga_siren,centaur
crystal_maiden,mirana,enigma,spirit_breaker,slark
tiny,slardar,phantom_assassin,dazzle,legion_commander
axe,sven,sniper,dragon_knight,terrorblade
windrunner,tinker,skeleton_king,bounty_hunter,shadow_demon
antimage,earthshaker,night_stalker,obsidian_destroyer,keeper_of_the_light
storm_spirit,kunkka,slardar,riki,life_stealer
mirana,phantom_assassin,life_stealer,alchemist,keeper_of_the_light
tinker,luna,weaver,treant,disruptor
tiny,witch_doctor,phantom_assassin,templar_assassin,legion_commander
furion,lycan,wisp,shredder,legion_commander
juggernaut,riki,necrolyte,skeleton_king,life_stealer
juggernaut,kunkka,invoker,elder_titan,oracle
mirana,pudge,kunkka,faceless_void,medusa
bloodseeker,riki,sniper,ancient_apparition,terrorblade
earthshaker,zuus,spectre,legion_commander,oracle
mirana,storm_spirit,tidehunter,riki,life_stealer
storm_spirit,sniper,chaos_knight,nyx_assassin,legion_commander
mirana,batrider,ursa,medusa,shredder
antimage,juggernaut,morphling,puck,faceless_void
morphling,phantom_assassin,dazzle,rattletrap,chen
crystal_maiden,enigma,phantom_assassin,omniknight,magnataur
crystal_maiden,lina,furion,spirit_breaker,legion_commander
storm_spirit,riki,sniper,skeleton_king,bounty_hunter
earthshaker,venomancer,undying,medusa,legion_commander
crystal_maiden,pudge,razor,tiny,lion
bloodseeker,dazzle,bounty_hunter,doom_bringer,ember_spirit
morphling,pudge,skeleton_king,invoker,elder_titan
tiny,omniknight,doom_bringer,bristleback,abaddon
mirana,pudge,tinker,ursa,obsidian_destroyer
mirana,vengefulspirit,skeleton_king,spirit_breaker,invoker
drow_ranger,earthshaker,windrunner,visage,shredder
venomancer,phantom_assassin,life_stealer,magnataur,winter_wyvern
crystal_maiden,tinker,skeleton_king,spirit_breaker,slark
pugna,ursa,alchemist,ember_spirit,terrorblade
enigma,beastmaster,doom_bringer,lycan,legion_commander
juggernaut,nevermore,sven,venomancer,invoker
drow_ranger,vengefulspirit,witch_doctor,faceless_void,invoker
mirana,morphling,sven,legion_commander,ember_spirit
antimage,pudge,templar_assassin,ursa,chaos_knight
drow_ranger,juggernaut,necrolyte,queenofpain,huskar
juggernaut,pudge,lion,weaver,visage
earthshaker,pudge,riki,phantom_assassin,bounty_hunter
antimage,invoker,rubick,slark,shredder
juggernaut,mirana,storm_spirit,sniper,legion_commander
axe,mirana,morphling,pudge,faceless_void
axe,templar_assassin,bounty_hunter,lycan,shredder
drow_ranger,pudge,riki,undying,medusa
phantom_lancer,enigma,enchantress,silencer,treant
queenofpain,faceless_void,spectre,rubick,skywrath_mage
antimage,axe,sand_king,necrolyte,omniknight
axe,phantom_lancer,faceless_void,obsidian_destroyer,meepo
death_prophet,spectre,ancient_apparition,slark,legion_commander
earthshaker,juggernaut,necrolyte,pugna,huskar
crystal_maiden,mirana,tidehunter,dazzle,slark
bloodseeker,earthshaker,lion,templar_assassin,centaur
bane,earthshaker,sven,luna,dragon_knight
drow_ranger,mirana,tiny,batrider,spectre
pudge,vengefulspirit,riki,phantom_assassin,rubick
sniper,phantom_assassin,invoker,nyx_assassin,skywrath_mage
riki,sniper,life_stealer,ursa,terrorblade
crystal_maiden,mirana,storm_spirit,spirit_breaker,bristleback
axe,pudge,lich,beastmaster,night_stalker
mirana,broodmother,invoker,legion_commander,terrorblade
juggernaut,puck,kunkka,witch_doctor,rubick
zuus,witch_doctor,chaos_knight,shredder,legion_commander
antimage,windrunner,clinkz,silencer,slark
necrolyte,spirit_breaker,invoker,silencer,nyx_assassin
mirana,pudge,lina,phantom_assassin,undying
riki,viper,ursa,invoker,rubick
drow_ranger,pudge,invoker,shredder,winter_wyvern
phantom_lancer,tiny,dazzle,nyx_assassin,arc_warden
mirana,sniper,omniknight,spectre,legion_commander
mirana,sven,slardar,sniper,rubick
pudge,windrunner,tinker,beastmaster,faceless_void
riki,death_prophet,life_stealer,omniknight,alchemist
axe,juggernaut,sand_king,warlock,alchemist
antimage,storm_spirit,sniper,bounty_hunter,undying
sand_king,tiny,vengefulspirit,sniper,bounty_hunter
axe,mirana,lion,riki,alchemist
drow_ranger,juggernaut,mirana,invoker,slark
morphling,sand_king,storm_spirit,bounty_hunter,slark
mirana,sniper,skeleton_king,dragon_knight,invoker
tinker,faceless_void,ogre_magi,medusa,phoenix
tidehunter,queenofpain,venomancer,silencer,undying
razor,life_stealer,alchemist,shadow_demon,magnataur
mirana,lich,weaver,spectre,invoker
juggernaut,phantom_lancer,queenofpain,dark_seer,earth_spirit
drow_ranger,shadow_shaman,leshrac,enchantress,brewmaster
nevermore,sven,venomancer,dazzle,legion_commander
juggernaut,nevermore,pudge,riki,invoker
mirana,pudge,kunkka,riki,weaver
pudge,pugna,keeper_of_the_light,bristleback,ember_spirit
slardar,tidehunter,queenofpain,dark_seer,huskar
axe,morphling,vengefulspirit,bounty_hunter,invoker
vengefulspirit,phantom_assassin,spirit_breaker,invoker,shredder
crystal_maiden,razor,windrunner,clinkz,night_stalker
pudge,slardar,disruptor,medusa,abaddon
windrunner,kunkka,undying,skywrath_mage,legion_commander
antimage,axe,drow_ranger,zuus,furion
juggernaut,phantom_lancer,pudge,kunkka,shadow_shaman
earthshaker,morphling,pudge,necrolyte,legion_commander
vengefulspirit,luna,dazzle,bounty_hunter,troll_warlord
phantom_assassin,clinkz,slark,shredder,elder_titan
bloodseeker,necrolyte,furion,ogre_magi,shredder
morphling,slardar,warlock,omniknight,spirit_breaker
bloodseeker,juggernaut,pudge,invoker,bristleback
antimage,bloodseeker,riki,dazzle,skywrath_mage
sven,faceless_void,phantom_assassin,viper,dazzle
axe,pudge,windrunner,phantom_assassin,dazzle
mirana,sniper,beastmaster,phantom_assassin,life_stealer
storm_spirit,phantom_assassin,huskar,silencer,earth_spirit
earthshaker,tidehunter,skeleton_king,invoker,skywrath_mage
bloodseeker,juggernaut,slark,skywrath_mage,elder_titan
axe,pudge,witch_doctor,clinkz,slark
axe,bloodseeker,huskar,alchemist,meepo
antimage,juggernaut,mirana,tiny,night_stalker
zuus,slardar,skeleton_king,ancient_apparition,elder_titan
juggernaut,puck,phantom_assassin,luna,abaddon
morphling,lion,necrolyte,dazzle,huskar
juggernaut,witch_doctor,sniper,skeleton_king,lycan
antimage,morphling,riki,necrolyte,keeper_of_the_light
crystal_maiden,sven,shadow_shaman,sniper,troll_warlord
bane,pudge,vengefulspirit,luna,clinkz
mirana,riki,phantom_assassin,spectre,chaos_knight
antimage,axe,razor,windrunner,ogre_magi
axe,riki,sniper,necrolyte,troll_warlord
necrolyte,faceless_void,viper,bounty_hunter,invoker
nevermore,tiny,riki,ancient_apparition,earth_spirit
mirana,sven,zuus,slardar,bounty_hunter
earthshaker,pudge,sven,spirit_breaker,shredder
antimage,pudge,phantom_assassin,legion_commander,techies
antimage,skeleton_king,omniknight,broodmother,shredder
antimage,lina,lycan,visage,shredder
bloodseeker,tinker,faceless_void,huskar,disruptor
drow_ranger,juggernaut,storm_spirit,kunkka,riki
mirana,riki,templar_assassin,ancient_apparition,nyx_assassin
antimage,sand_king,sniper,furion,bristleback
earthshaker,zuus,faceless_void,invoker,legion_commander
nevermore,faceless_void,dragon_knight,omniknight,undying
juggernaut,mirana,spectre,chaos_knight,rubick
axe,sand_king,sven,enigma,huskar
bloodseeker,mirana,kunkka,broodmother,ursa
life_stealer,dark_seer,bounty_hunter,rubick,shredder
axe,tiny,life_stealer,invoker,phoenix
mirana,windrunner,necrolyte,invoker,phoenix
earthshaker,lich,spirit_breaker,meepo,phoenix
antimage,crystal_maiden,mirana,windrunner,phantom_assassin
drow_ranger,beastmaster,phantom_assassin,batrider,silencer
juggernaut,pudge,slardar,huskar,ogre_magi
drow_ranger,mirana,sven,lion,omniknight
pudge,sven,enigma,life_stealer,legion_commander
juggernaut,sand_king,shadow_shaman,alchemist,troll_warlord
tiny,slardar,phantom_assassin,dragon_knight,invoker
axe,razor,vengefulspirit,sniper,troll_warlord
mirana,sven,tinker,spectre,nyx_assassin
pudge,zuus,faceless_void,spectre,invoker
drow_ranger,mirana,morphling,zuus,huskar
mirana,phantom_lancer,necrolyte,faceless_void,meepo
crystal_maiden,faceless_void,spectre,invoker,legion_commander
windrunner,lina,enigma,phantom_assassin,undying
nevermore,sand_king,phantom_assassin,chen,shredder
mirana,faceless_void,ancient_apparition,spirit_breaker,silencer
pudge,lion,riki,skeleton_king,silencer
antimage,earthshaker,mirana,faceless_void,clinkz
kunkka,slardar,weaver,treant,undying
earthshaker,bounty_hunter,alchemist,bristleback,legion_commander
razor,zuus,venomancer,nyx_assassin,magnataur
antimage,sand_king,storm_spirit,huskar,legion_commander
antimage,pudge,sven,sniper,spirit_breaker
juggernaut,storm_spirit,lion,slardar,queenofpain
juggernaut,storm_spirit,bounty_hunter,ursa,spirit_breaker
vengefulspirit,enchantress,spectre,invoker,slark
phantom_lancer,shadow_shaman,tinker,clinkz,ogre_magi
mirana,witch_doctor,faceless_void,dazzle,silencer
axe,earthshaker,riki,ogre_magi,slark
beastmaster,weaver,doom_bringer,treant,medusa
nevermore,kunkka,enigma,chaos_knight,slark
drow_ranger,storm_spirit,faceless_void,clinkz,spirit_breaker
earthshaker,tiny,luna,lone_druid,ogre_magi
drow_ranger,earthshaker,dragon_knight,keeper_of_the_light,ember_spirit
antimage,sand_king,sniper,omniknight,chen
nevermore,pudge,witch_doctor,phantom_assassin,ursa
drow_ranger,luna,night_stalker,obsidian_destroyer,abaddon
antimage,drow_ranger,storm_spirit,shadow_shaman,ogre_magi
mirana,sven,witch_doctor,alchemist,shredder
mirana,tidehunter,necrolyte,life_stealer,ogre_magi
tiny,tinker,huskar,undying,elder_titan
bloodseeker,mirana,slardar,phantom_assassin,shredder
pudge,ancient_apparition,silencer,obsidian_destroyer,chaos_knight
mirana,nevermore,shadow_shaman,enigma,dragon_knight
drow_ranger,sand_king,faceless_void,phantom_assassin,slark
axe,juggernaut,ursa,nyx_assassin,legion_commander
mirana,morphling,tiny,bounty_hunter,abaddon
drow_ranger,pudge,vengefulspirit,enchantress,bristleback
windrunner,riki,death_prophet,huskar,shadow_demon
pudge,sniper,phantom_assassin,omniknight,shredder
windrunner,lion,dark_seer,silencer,slark
antimage,riki,sniper,luna,medusa
crystal_maiden,juggernaut,ancient_apparition,invoker,slark
drow_ranger,riki,faceless_void,death_prophet,furion
antimage,nevermore,razor,sven,silencer
sven,necrolyte,faceless_void,troll_warlord,bristleback
earthshaker,pudge,windrunner,invoker,slark
drow_ranger,pudge,sven,phantom_assassin,slark
earthshaker,morphling,slardar,invoker,legion_commander
zuus,undying,bristleback,legion_commander,ember_spirit
mirana,lich,faceless_void,spectre,ancient_apparition
juggernaut,pudge,sven,phantom_assassin,obsidian_destroyer
windrunner,omniknight,gyrocopter,bristleback,tusk
drow_ranger,lion,bounty_hunter,doom_bringer,obsidian_destroyer
bloodseeker,weaver,gyrocopter,shadow_demon,slark
phantom_assassin,bounty_hunter,batrider,bristleback,legion_commander
juggernaut,pudge,zuus,kunkka,silencer
nevermore,kunkka,shadow_shaman,phantom_assassin,medusa
antimage,death_prophet,night_stalker,nyx_assassin,legion_commander
bane,crystal_maiden,phantom_assassin,doom_bringer,invoker
juggernaut,zuus,necrolyte,meepo,legion_commander
antimage,juggernaut,phantom_lancer,alchemist,terrorblade
antimage,drow_ranger,riki,sniper,dazzle
sven,rattletrap,invoker,ogre_magi,shredder
drow_ranger,necrolyte,phantom_assassin,weaver,alchemist
bloodseeker,tidehunter,necrolyte,invoker,phoenix
bloodseeker,pudge,bounty_hunter,batrider,slark
storm_spirit,sven,witch_doctor,riki,necrolyte
queenofpain,death_prophet,spirit_breaker,disruptor,slark
bloodseeker,queenofpain,bounty_hunter,ursa,slark
mirana,sven,faceless_void,omniknight,invoker
drow_ranger,tidehunter,alchemist,keeper_of_the_light,skywrath_mage
drow_ranger,earthshaker,razor,windrunner,invoker
vengefulspirit,slardar,shadow_demon,slark,troll_warlord
venomancer,shadow_demon,nyx_assassin,slark,bristleback
tidehunter,riki,huskar,troll_warlord,magnataur
mirana,omniknight,slark,ember_spirit,terrorblade
mirana,pudge,lion,spectre,invoker
faceless_void,templar_assassin,viper,silencer,bristleback
pudge,tiny,dark_seer,medusa,centaur
tiny,warlock,life_stealer,huskar,spirit_breaker
juggernaut,witch_doctor,venomancer,dragon_knight,shredder
antimage,nevermore,faceless_void,furion,earth_spirit
windrunner,kunkka,spectre,shredder,legion_commander
bane,phantom_assassin,life_stealer,obsidian_destroyer,ember_spirit
antimage,mirana,tinker,faceless_void,huskar
drow_ranger,phantom_assassin,viper,huskar,legion_commander
sven,vengefulspirit,kunkka,dragon_knight,earth_spirit
storm_spirit,phantom_assassin,life_stealer,bounty_hunter,shredder
drow_ranger,dazzle,huskar,bounty_hunter,medusa
mirana,riki,enigma,spirit_breaker,troll_warlord
bloodseeker,nevermore,sven,tinker,ogre_magi
drow_ranger,mirana,pudge,phantom_assassin,huskar
antimage,phantom_assassin,huskar,centaur,winter_wyvern
bloodseeker,drow_ranger,juggernaut,shadow_shaman,ursa
mirana,morphling,sand_king,lion,spirit_breaker
mirana,pudge,sand_king,invoker,shredder
mirana,sand_king,slardar,templar_assassin,life_stealer
mirana,tidehunter,furion,medusa,legion_commander
axe,juggernaut,pudge,sniper,luna
storm_spirit,lich,viper,magnataur,legion_commander
drow_ranger,morphling,pudge,tidehunter,earth_spirit
skeleton_king,clinkz,spirit_breaker,alchemist,techies
juggernaut,phantom_assassin,weaver,alchemist,legion_commander
zuus,faceless_void,alchemist,obsidian_destroyer,slark
zuus,necrolyte,phantom_assassin,luna,magnataur
juggernaut,tinker,life_stealer,alchemist,skywrath_mage
antimage,necrolyte,huskar,jakiro,magnataur
bloodseeker,crystal_maiden,tiny,spectre,spirit_breaker
drow_ranger,mirana,beastmaster,invoker,rubick
necrolyte,venomancer,huskar,broodmother,invoker
drow_ranger,nevermore,pudge,riki,phantom_assassin
drow_ranger,juggernaut,mirana,tinker,medusa
bloodseeker,drow_ranger,witch_doctor,necrolyte,faceless_void
riki,tinker,rubick,medusa,shredder
riki,tinker,skeleton_king,phantom_assassin,disruptor
lina,phantom_assassin,dazzle,life_stealer,legion_commander
tiny,dazzle,huskar,bounty_hunter,weaver
drow_ranger,mirana,tinker,sniper,luna
sand_king,enchantress,obsidian_destroyer,keeper_of_the_light,slark
pudge,tiny,sniper,skeleton_king,treant
puck,razor,night_stalker,ogre_magi,troll_warlord
pugna,bounty_hunter,spirit_breaker,shredder,bristleback
axe,drow_ranger,sven,death_prophet,weaver
antimage,tinker,phantom_assassin,keeper_of_the_light,legion_commander
axe,bane,lion,rattletrap,leshrac
axe,drow_ranger,phantom_assassin,shredder,legion_commander
axe,crystal_maiden,sven,slardar,lich
mirana,treant,disruptor,medusa,legion_commander
morphling,sven,necrolyte,shredder,elder_titan
sand_king,tiny,queenofpain,obsidian_destroyer,centaur
axe,nevermore,pudge,life_stealer,weaver
morphling,skeleton_king,phantom_assassin,furion,invoker
morphling,nevermore,storm_spirit,slark,ember_spirit
juggernaut,pudge,slardar,undying,ember_spirit
bloodseeker,drow_ranger,batrider,spirit_breaker,invoker
antimage,juggernaut,enigma,necrolyte,skeleton_king
viper,alchemist,nyx_assassin,keeper_of_the_light,phoenix
drow_ranger,venomancer,skeleton_king,luna,visage
slardar,life_stealer,alchemist,bristleback,legion_commander
faceless_void,dazzle,ursa,rubick,medusa
warlock,faceless_void,alchemist,tusk,skywrath_mage
drow_ranger,sven,enigma,luna,ancient_apparition
mirana,morphling,sven,lina,bounty_hunter
antimage,axe,earthshaker,juggernaut,clinkz
lion,phantom_assassin,batrider,alchemist,invoker
mirana,pudge,sniper,necrolyte,phantom_assassin
earthshaker,morphling,skeleton_king,invoker,legion_commander
axe,bloodseeker,nevermore,tinker,luna
drow_ranger,earthshaker,zuus,kunkka,riki
crystal_maiden,kunkka,riki,death_prophet,shadow_demon
axe,morphling,vengefulspirit,medusa,earth_spirit
juggernaut,kunkka,riki,tinker,enchantress
juggernaut,sven,tidehunter,spectre,doom_bringer
drow_ranger,sven,tinker,bounty_hunter,silencer
mirana,pudge,lion,alchemist,ogre_magi
morphling,witch_doctor,sniper,invoker,terrorblade
pudge,sand_king,kunkka,enigma,spectre
storm_spirit,omniknight,ogre_magi,shredder,terrorblade
juggernaut,morphling,jakiro,shadow_demon,disruptor
bloodseeker,lich,faceless_void,invoker,abaddon
bloodseeker,juggernaut,puck,huskar,medusa
pudge,necrolyte,phantom_assassin,omniknight,legion_commander
phantom_assassin,weaver,brewmaster,bristleback,terrorblade
nevermore,lion,death_prophet,spectre,magnataur
omniknight,jakiro,medusa,troll_warlord,ember_spirit
juggernaut,storm_spirit,phantom_assassin,treant,oracle
antimage,zuus,riki,life_stealer,spirit_breaker
antimage,phantom_lancer,pudge,sand_king,life_stealer
drow_ranger,sven,riki,pugna,invoker
antimage,mirana,invoker,bristleback,legion_commander
morphling,zuus,spirit_breaker,tusk,ember_spirit
bane,zuus,necrolyte,spectre,spirit_breaker
viper,bounty_hunter,ursa,spirit_breaker,alchemist
pudge,tinker,warlock,slark,abaddon
lion,witch_doctor,meepo,ogre_magi,slark
drow_ranger,windrunner,riki,faceless_void,batrider
axe,sand_king,alchemist,obsidian_destroyer,rubick
axe,riki,phantom_assassin,dazzle,ember_spirit
axe,drow_ranger,bounty_hunter,spectre,tusk
slardar,lich,sniper,dragon_knight,nyx_assassin
morphling,pudge,slardar,riki,elder_titan
phantom_lancer,skeleton_king,phantom_assassin,life_stealer,keeper_of_the_light
earthshaker,pudge,zuus,enigma,phantom_assassin
mirana,puck,spectre,ancient_apparition,shredder
nevermore,sand_king,sven,disruptor,nyx_assassin
sven,kunkka,pugna,ogre_magi,oracle
antimage,sniper,ursa,obsidian_destroyer,legion_commander
drow_ranger,mirana,nevermore,spirit_breaker,elder_titan
mirana,razor,ogre_magi,nyx_assassin,terrorblade
storm_spirit,skeleton_king,bounty_hunter,doom_bringer,rubick
earthshaker,sand_king,storm_spirit,ogre_magi,slark
bloodseeker,night_stalker,spirit_breaker,rubick,medusa
axe,storm_spirit,venomancer,bounty_hunter,naga_siren
morphling,lion,bounty_hunter,invoker,legion_commander
drow_ranger,mirana,vengefulspirit,queenofpain,spirit_breaker
pudge,sven,rattletrap,invoker,disruptor
drow_ranger,razor,vengefulspirit,disruptor,centaur
axe,mirana,morphling,witch_doctor,huskar
earthshaker,nevermore,pudge,sand_king,sven
windrunner,life_stealer,slark,shredder,abaddon
razor,storm_spirit,lich,skeleton_king,spirit_breaker
juggernaut,zuus,tidehunter,ursa,spirit_breaker
mirana,riki,viper,alchemist,silencer
pudge,phantom_assassin,omniknight,bristleback,oracle
furion,omniknight,ursa,tusk,legion_commander
pudge,windrunner,spirit_breaker,meepo,phoenix
storm_spirit,tidehunter,witch_doctor,riki,omniknight
shadow_shaman,riki,venomancer,gyrocopter,centaur
antimage,juggernaut,riki,necrolyte,gyrocopter
necrolyte,dark_seer,night_stalker,silencer,slark
antimage,lion,skeleton_king,pugna,skywrath_mage
mirana,sand_king,enigma,necrolyte,life_stealer
ancient_apparition,spirit_breaker,invoker,nyx_assassin,abaddon
mirana,lion,faceless_void,shredder,elder_titan
axe,slardar,sniper,medusa,abaddon
juggernaut,windrunner,shadow_shaman,tidehunter,riki
bane,ursa,chaos_knight,skywrath_mage,legion_commander
drow_ranger,kunkka,viper,bounty_hunter,spectre
antimage,mirana,zuus,doom_bringer,legion_commander
drow_ranger,sand_king,dragon_knight,doom_bringer,slark
chaos_knight,ogre_magi,slark,centaur,tusk
mirana,riki,life_stealer,omniknight,silencer
juggernaut,nevermore,faceless_void,ancient_apparition,legion_commander
axe,bloodseeker,drow_ranger,mirana,vengefulspirit
lina,faceless_void,nyx_assassin,slark,elder_titan
lina,slardar,sniper,skeleton_king,legion_commander
drow_ranger,sand_king,kunkka,spirit_breaker,nyx_assassin
juggernaut,death_prophet,dark_seer,omniknight,weaver
vengefulspirit,bounty_hunter,invoker,magnataur,ember_spirit
sand_king,zuus,necrolyte,queenofpain,invoker
mirana,furion,alchemist,naga_siren,slark
nevermore,enigma,phantom_assassin,rubick,bristleback
antimage,chaos_knight,troll_warlord,magnataur,terrorblade
sven,windrunner,witch_doctor,beastmaster,life_stealer
juggernaut,sniper,viper,dazzle,furion
axe,drow_ranger,puck,luna,chen
mirana,lion,phantom_assassin,chaos_knight,shredder
axe,windrunner,faceless_void,dark_seer,slark
storm_spirit,sven,lion,phantom_assassin,winter_wyvern
mirana,vengefulspirit,lina,skeleton_king,shredder
venomancer,faceless_void,luna,ancient_apparition,phoenix
juggernaut,sniper,skeleton_king,omniknight,legion_commander
witch_doctor,riki,spirit_breaker,invoker,bristleback
axe,enigma,necrolyte,slark,legion_commander
mirana,invoker,nyx_assassin,slark,centaur
bloodseeker,shadow_shaman,viper,spectre,medusa
juggernaut,necrolyte,spirit_breaker,obsidian_destroyer,slark
axe,pudge,sand_king,faceless_void,weaver
antimage,mirana,puck,spirit_breaker,silencer
drow_ranger,earthshaker,faceless_void,invoker,silencer
drow_ranger,nevermore,kunkka,life_stealer,legion_commander
mirana,warlock,faceless_void,phantom_assassin,medusa
antimage,puck,sven,tidehunter,phantom_assassin
windrunner,life_stealer,huskar,meepo,abaddon
juggernaut,faceless_void,ancient_apparition,legion_commander,terrorblade
lion,clinkz,batrider,spirit_breaker,undying
mirana,lion,phantom_assassin,dark_seer,invoker
juggernaut,venomancer,life_stealer,huskar,silencer
drow_ranger,tidehunter,witch_doctor,clinkz,shredder
earthshaker,pudge,tiny,medusa,legion_commander
axe,mirana,windrunner,legion_commander,winter_wyvern
earthshaker,life_stealer,naga_siren,centaur,legion_commander
nevermore,sniper,necrolyte,spirit_breaker,ogre_magi
sand_king,shadow_shaman,omniknight,silencer,nyx_assassin
razor,tiny,life_stealer,invoker,skywrath_mage
juggernaut,vengefulspirit,riki,bounty_hunter,techies
juggernaut,pudge,queenofpain,ogre_magi,nyx_assassin
pudge,riki,phantom_assassin,medusa,legion_commander
pudge,tinker,faceless_void,keeper_of_the_light,slark
mirana,slardar,queenofpain,spirit_breaker,earth_spirit
earthshaker,luna,slark,bristleback,ember_spirit
bloodseeker,razor,sniper,phantom_assassin,skywrath_mage
riki,faceless_void,night_stalker,invoker,silencer
mirana,nevermore,tiny,spectre,invoker
axe,crystal_maiden,sniper,huskar,spirit_breaker
antimage,drow_ranger,phantom_assassin,magnataur,techies
mirana,pudge,riki,luna,nyx_assassin
pudge,riki,skeleton_king,luna,slark
nevermore,storm_spirit,necrolyte,meepo,elder_titan
phantom_lancer,kunkka,riki,invoker,shadow_demon
mirana,pudge,windrunner,phantom_assassin,ancient_apparition
pudge,slardar,phantom_assassin,life_stealer,invoker
luna,clinkz,invoker,shadow_demon,nyx_assassin
axe,drow_ranger,shadow_shaman,silencer,legion_commander
bloodseeker,morphling,pudge,rattletrap,furion
tiny,windrunner,sniper,bounty_hunter,magnataur
drow_ranger,omniknight,huskar,invoker,meepo
drow_ranger,mirana,alchemist,rubick,shredder
juggernaut,mirana,leshrac,rubick,slark
antimage,sand_king,lich,tinker,doom_bringer
antimage,mirana,storm_spirit,enigma,chaos_knight
bloodseeker,earthshaker,pudge,phantom_assassin,invoker
drow_ranger,lion,huskar,shredder,abaddon
crystal_maiden,juggernaut,pudge,queenofpain,arc_warden
juggernaut,zuus,riki,shredder,bristleback
morphling,windrunner,zuus,riki,weaver
sniper,luna,dark_seer,huskar,bristleback
vengefulspirit,phantom_assassin,viper,furion,clinkz
sven,riki,skeleton_king,broodmother,techies
bloodseeker,sand_king,sniper,warlock,bristleback
juggernaut,nevermore,phantom_assassin,nyx_assassin,legion_commander
earthshaker,juggernaut,viper,invoker,bristleback
pudge,phantom_assassin,spectre,shadow_demon,legion_commander
juggernaut,pudge,zuus,alchemist,skywrath_mage
mirana,skeleton_king,batrider,ancient_apparition,obsidian_destroyer
juggernaut,mirana,skeleton_king,clinkz,skywrath_mage
pudge,kunkka,obsidian_destroyer,slark,legion_commander
bloodseeker,shadow_shaman,faceless_void,dazzle,invoker
juggernaut,zuus,invoker,silencer,legion_commander
juggernaut,riki,faceless_void,life_stealer,alchemist
antimage,axe,nevermore,ursa,skywrath_mage
antimage,crystal_maiden,nyx_assassin,slark,legion_commander
drow_ranger,morphling,gyrocopter,ogre_magi,skywrath_mage
pudge,lion,tinker,phantom_assassin,bristleback
zuus,faceless_void,treant,ogre_magi,legion_commander
axe,juggernaut,pudge,storm_spirit,ogre_magi
pudge,bounty_hunter,ursa,medusa,legion_commander
juggernaut,mirana,pudge,storm_spirit,sven
drow_ranger,pudge,weaver,lycan,legion_commander
mirana,rattletrap,broodmother,obsidian_destroyer,treant
sand_king,witch_doctor,riki,sniper,legion_commander
mirana,warlock,huskar,batrider,spirit_breaker
mirana,luna,night_stalker,ursa,bristleback
bloodseeker,pudge,razor,riki,invoker
sand_king,storm_spirit,necrolyte,faceless_void,phantom_assassin
tiny,queenofpain,weaver,slark,elder_titan
sand_king,lina,naga_siren,slark,shredder
axe,sven,phantom_assassin,ursa,bristleback
axe,juggernaut,zuus,tinker,necrolyte
crystal_maiden,mirana,morphling,keeper_of_the_light,medusa
axe,bloodseeker,mirana,pudge,invoker
luna,spectre,shadow_demon,slark,skywrath_mage
earthshaker,enigma,life_stealer,weaver,oracle
pudge,necrolyte,invoker,obsidian_destroyer,slark
venomancer,dragon_knight,clinkz,obsidian_destroyer,abaddon
mirana,vengefulspirit,tinker,spirit_breaker,slark
axe,invoker,shadow_demon,ember_spirit,winter_wyvern
morphling,zuus,spirit_breaker,invoker,slark
nevermore,windrunner,dark_seer,slark,bristleback
storm_spirit,huskar,slark,centaur,phoenix
bloodseeker,witch_doctor,sniper,beastmaster,spectre
sven,zuus,shadow_shaman,spectre,spirit_breaker
bloodseeker,mirana,lone_druid,disruptor,troll_warlord
axe,razor,tiny,bounty_hunter,nyx_assassin
crystal_maiden,queenofpain,death_prophet,dragon_knight,alchemist
juggernaut,lina,necrolyte,life_stealer,slark
vengefulspirit,wisp,slark,bristleback,ember_spirit
mirana,sand_king,riki,doom_bringer,alchemist
puck,razor,obsidian_destroyer,slark,techies
juggernaut,sand_king,phantom_assassin,bounty_hunter,spirit_breaker
mirana,spectre,magnataur,ember_spirit,phoenix
antimage,earthshaker,pudge,invoker,legion_commander
antimage,morphling,sand_king,alchemist,legion_commander
mirana,pudge,skeleton_king,slark,elder_titan
kunkka,faceless_void,silencer,elder_titan,ember_spirit
riki,sniper,huskar,invoker,winter_wyvern
crystal_maiden,nevermore,windrunner,faceless_void,luna
kunkka,queenofpain,night_stalker,spirit_breaker,legion_commander
zuus,lina,riki,luna,shadow_demon
juggernaut,faceless_void,bounty_hunter,spirit_breaker,legion_commander
juggernaut,phantom_lancer,tinker,ogre_magi,magnataur
mirana,sand_king,rattletrap,shredder,abaddon
juggernaut,mirana,tinker,death_prophet,legion_commander
sniper,skeleton_king,nyx_assassin,elder_titan,legion_commander
necrolyte,phantom_assassin,luna,ogre_magi,legion_commander
clinkz,huskar,weaver,alchemist,naga_siren
bloodseeker,juggernaut,silencer,legion_commander,arc_warden
antimage,sand_king,zuus,omniknight,weaver
bloodseeker,witch_doctor,necrolyte,slark,abaddon
witch_doctor,faceless_void,ursa,alchemist,terrorblade
juggernaut,sven,lich,ursa,legion_commander
tiny,sniper,bounty_hunter,weaver,centaur
mirana,sand_king,faceless_void,skeleton_king,techies
mirana,pudge,sniper,faceless_void,viper
axe,bloodseeker,sven,windrunner,bounty_hunter
pudge,tiny,kunkka,spectre,troll_warlord
antimage,viper,undying,naga_siren,legion_commander
earthshaker,morphling,tiny,phantom_assassin,silencer
